CO_IES	NO_IES	SGL_IES	CO_MANTENEDORA	NO_MANTENEDORA	CO_CATEGORIA_ADMINISTRATIVA	CO_ORGANIZACAO_ACADEMICA	CO_MUNICIPIO_IES	NO_MUNICIPIO_IES	SGL_UF_IES	NO_REGIAO_IES	QT_TEC_TOTAL	QT_PERIODICO_ELETRONICO	QT_LIVRO_ELETRONICO	VL_RECEITA_PROPRIA	VL_TRANSFERENCIA	VL_OUTRA_RECEITA	VL_DES_PESSOAL_REM_DOCENTE	VL_DES_PESSOAL_REM_TECNICO	VL_DES_PESSOAL_ENCARGO	VL_DES_CUSTEIO	VL_DES_INVESTIMENTO	VL_DES_PESQUISA	VL_DES_OUTRAS
1968	FACULDADE BRASILEIRA DE TECNOLOGIA	FBT	15571	CENTRO UNIVERSITARIO DA BAHIA LTDA	4	3	2800308	Aracaju	SE	Nordeste	6	35	0	9093513.00	0.00	0.00	2155191.00	959286.00	1274307.00	816597.00	1100000.00	211100.00	1504976.00
16934	Faculdade Melies de Tecnologia	Melies	15572	ACADEMIA MELIES DE ENSINO LTDA	4	3	3550308	São Paulo	SP	Sudeste	32	21	0	2636470.81	0.00	56385.78	239947.98	156093.00	107363.15	11196.20	243512.88	0.00	1686467.19
16948	Faculdade 28 de Agosto de Ensino e Pesquisa	28 de Agosto	15575	ASSOCIACAO VINTE E OITO DE AGOSTO DE EDUCACAO E COMUNICACAO - AVOAEC	5	3	3550308	São Paulo	SP	Sudeste	7	0	0	41638.72	0.00	2309217.34	136881.34	483901.08	322534.29	27227.91	2842.49	98210.05	43219.07
16967	FACULDADE SENAI RIO		15582	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI	5	3	3304557	Rio de Janeiro	RJ	Sudeste	17	26	0	1630000.00	0.00	5000.00	1224942.59	655043.90	1832024.38	776000.00	36874.00	0.00	0.00
4504	FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	UFGD	15585	FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	1	1	5003702	Dourados	MS	Centro-Oeste	923	0	0	1817470.06	222360279.16	613358.49	101937704.53	0.00	46744142.87	30507899.51	241332.89	3336.98	41316486.02
699	FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	UNIR	15587	FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA	1	1	1100205	Porto Velho	RO	Norte	502	0	0	260148.00	235867336.00	373201.00	96127215.86	42332889.82	34971641.24	47078149.66	14354471.83	985089.00	0.00
8	UNIVERSIDADE FEDERAL DE VIÇOSA	UFV	15588	UNIVERSIDADE FEDERAL DE VICOSA	1	1	3171303	Viçosa	MG	Sudeste	2355	128585	11159	5513931.55	805419832.08	1485565.56	254004662.65	214342235.95	114329936.07	121631303.20	27261894.28	1105688.04	24813135.30
572	UNIVERSIDADE FEDERAL FLUMINENSE	UFF	15589	UNIVERSIDADE FEDERAL FLUMINENSE	1	1	3303302	Niterói	RJ	Sudeste	4699	0	3871	19909483.57	2025900454.34	10126050.47	905887069.08	0.00	220820744.04	310903526.11	31405208.53	793568.55	0.00
579	UNIVERSIDADE FEDERAL DA PARAÍBA	UFPB	15590	UNIVERSIDADE FEDERAL DA PARAIBA	1	1	2507507	João Pessoa	PB	Nordeste	4960	0	146965	4903220.43	945159813.40	1616638.03	345974843.32	283070326.37	48596878.81	128622294.56	1813850.01	5054785.00	0.00
573	UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	UFES	15591	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	1	1	3205309	Vitória	ES	Sudeste	2616	26275	1588	36388346.00	970925864.00	42972443.00	385232730.00	291391266.00	125547475.00	187123561.00	29286133.00	9047392.00	22658046.00
585	UNIVERSIDADE FEDERAL DE SANTA CATARINA	UFSC	15593	UNIVERSIDADE FEDERAL DE SANTA CATARINA	1	1	4205407	Florianópolis	SC	Sul	1981	401838	120963	31153805.41	1679196231.76	0.00	710996738.19	0.00	189253772.73	347087327.21	42049057.70	0.00	420963141.34
578	UNIVERSIDADE FEDERAL DA BAHIA	UFBA	15594	UNIVERSIDADE FEDERAL DA BAHIA	1	1	2927408	Salvador	BA	Nordeste	3169	0	3310	19515845.42	1624048701.08	5685681.20	354285785.91	269566628.08	117618294.33	446044490.30	23851812.61	14149255.03	645000.00
571	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR	15595	UNIVERSIDADE FEDERAL DO PARANA	1	1	4106902	Curitiba	PR	Sul	1964	60	11443	57862921.17	1692924708.59	4083090.79	335415470.21	334879234.19	223887231.29	381643721.10	26085298.83	38218756.64	380562800.26
12	UNIVERSIDADE FEDERAL DO RIO GRANDE	FURG	15596	UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG	1	1	4315602	Rio Grande	RS	Sul	1192	0	5000	2931049.37	519816211.90	332019.55	166260867.00	99756520.20	66504346.81	77456020.80	3003832.03	7008941.41	0.00
587	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UFRPE	15599	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	1	1	2611606	Recife	PE	Nordeste	1738	0	223350	2591935.85	569678201.45	0.00	238525382.19	152499834.52	57962202.00	104773625.36	78161469.81	3921685.50	0.00
15001	UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA	UNILA	15600	UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA	1	1	4108304	Foz do Iguaçu	PR	Sul	520	459	96	44068.46	172293647.87	2551.39	33253185.67	27207151.92	14304712.14	28642466.05	21891906.81	4672760.09	2262544.15
577	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	15601	UNIVERSIDADE FEDERAL DE ALAGOAS	1	1	2704302	Maceió	AL	Nordeste	1682	0	4050	5742146.62	688490667.00	4730395.44	319687570.00	0.00	87035465.17	123570599.50	16075395.70	1906509.01	0.00
3430	Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem	FAESSA	15602	INSTITUTO PATER DE EDUCACAO E CULTURA	5	3	3170206	Uberlândia	MG	Sudeste	21	10500	10500	6503752.65	0.00	0.00	728236.21	392127.19	635145.79	413864.84	0.00	0.00	203821.35
17014	CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE	CSEJCDA	15603	ESCOLA DE EDUCACAO SUPERIOR SAO JOSE	5	3	3550308	São Paulo	SP	Sudeste	8	564	227	1276726.23	0.00	6560.89	110459.26	73639.51	47062.71	61132.73	63836.31	38301.79	45017.52
17025	Faculdade de Educação Superior de Paragominas	FACESP	15607	FACESP - FACULDADE DE EDUCACAO SUPERIOR DE PARAGOMINAS LTDA - ME	4	3	1505502	Paragominas	PA	Norte	9	7	0	628000.00	12000.00	199971.00	87300.00	22434.00	16211.00	12000.00	0.00	12000.00	0.00
17565	FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ	FAHESP	15617	INSTITUTO DE EDUCACAO SUPERIOR DO VALE DO PARNAIBA LTDA.	4	3	2207702	Parnaíba	PI	Nordeste	49	2	2990	13875299.00	0.00	0.00	821412.82	981733.85	841693.47	1251661.27	2107707.28	0.00	0.00
2753	Faculdade de Ciências Educacionais de Capim Grosso	FCG	15618	INSTITUTO DIAMANTINA DE EDUCACAO LTDA	5	3	2906873	Capim Grosso	BA	Nordeste	12	5	10	1932000.00	0.00	0.00	430500.00	100800.00	30450.00	138600.00	330750.00	0.00	11025.00
1027	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	UENF	15622	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO - UENF	2	1	3301009	Campos dos Goytacazes	RJ	Sudeste	610	0	0	122568.13	165718332.92	997085.28	60953423.54	44268949.03	25884186.31	31400331.72	455019.05	2502485.89	1373590.79
17115	FACULDADE DA UNIÃO DE ENSINO E PESQUISA INTEGRADA	FUNEPI	15631	CENTRO EDUCACIONAL TRES MARIAS - LTDA	4	3	2507507	João Pessoa	PB	Nordeste	2	80	4300	46145.09	0.00	0.00	32713.35	16305.28	24076.10	0.00	0.00	0.00	0.00
3189	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS	IFMG	15642	INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS	1	4	3106200	Belo Horizonte	MG	Sudeste	763	100	100	4539159.50	317979208.55	0.00	124726430.06	53963441.86	51122292.30	44963519.48	13637605.95	4918240.40	29186838.00
576	UNIVERSIDADE FEDERAL DE JUIZ DE FORA	UFJF	15648	UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF	1	1	3136702	Juiz de Fora	MG	Sudeste	1237	461	1054	106608121.06	774672702.60	145185218.98	219856595.20	83811508.80	95476104.73	382094060.35	17715789.69	72259273.92	155252709.95
17200	Faculdade Brasileira de Tributação	FBT	15650	INSTITUTO NACIONAL DE ESTUDOS JURIDICOS E EMPRESARIAIS LTDA - ME	4	3	4314902	Porto Alegre	RS	Sul	15	21	0	1523424.45	0.00	0.00	176358.12	426721.68	233617.74	306860.10	0.00	0.00	0.00
1059	FACULDADE LOURENÇO FILHO	FLF	15657	OCESU - ORGANIZACAO CEARENSE DE EDUCACAO SUPERIOR LTDA	5	3	2304400	Fortaleza	CE	Nordeste	23	243	0	6511110.70	0.00	0.00	2107259.74	1052129.87	0.00	0.00	162612.15	0.00	2612311.20
13106	FACULDADE DE TECNOLOGIA LOURENÇO FILHO	FATEC FLF	15657	OCESU - ORGANIZACAO CEARENSE DE EDUCACAO SUPERIOR LTDA	5	3	2304400	Fortaleza	CE	Nordeste	9	243	0	6511110.70	0.00	0.00	2107259.74	1052129.87	0.00	0.00	162612.15	0.00	2612311.20
17269	INSTITUTO SUPERIOR DE INOVAÇÃO E TECNOLOGIA	ISITEC	15665	SINDICATO DOS ENGENHEIROS NO ESTADO DE SAO PAULO	5	3	3550308	São Paulo	SP	Sudeste	9	0	0	4397833.13	0.00	0.00	946103.76	629999.47	1103272.20	1718457.70	0.00	0.00	0.00
17288	Faculdade Teológica Betânia	FATEBE	15669	MISSAO EVANGELICA BETANIA	5	3	4106902	Curitiba	PR	Sul	8	22	0	333375.45	100151.40	88170.80	49712.22	68514.28	55329.09	176757.61	14920.77	8400.00	102590.68
600	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO	IFMA	15676	INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO	1	4	2111300	São Luís	MA	Nordeste	1302	4	9125	1120858.02	23299214.42	478207040.40	290904175.05	0.00	73780724.14	106244198.02	29311244.24	2386771.39	0.00
17326	FACULDADE GIANNA BERETTA		15678	INSTITUTO GIANNA BERETTA DE EDUCACAO SUPERIOR LTDA - ME	4	3	2111300	São Luís	MA	Nordeste	10	20	20	1119469.72	0.00	0.00	223800.00	214492.65	95363.74	511652.79	14100.00	12758.00	19600.00
2624	FACULDADE DO LITORAL PARANAENSE	FLP	15680	INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.	4	3	4109609	Guaratuba	PR	Sul	32	139	139	3975658.71	0.00	0.00	1058576.50	950673.52	567270.60	109066.03	0.00	0.00	0.00
2202	INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA	ISEPE Guaratuba	15680	INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.	4	3	4109609	Guaratuba	PR	Sul	32	139	139	3975658.71	0.00	0.00	1020824000.00	970264.00	580847.00	531964.14	10730.00	0.00	395586.02
2135	CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ		15681	ASSOCIACAO EDUCACIONAL E CULTURAL DE QUIXADA	5	2	2311306	Quixadá	CE	Nordeste	291	31	1000	46195125.16	0.00	1218163.70	14334596.31	5033780.59	7987139.06	9153346.47	970532.30	189102.98	0.00
17352	Faculdade de Educação Memorial Adelaide Franco	FEMAF	15689	SOESPE SOCIEDADE DE EDUCACAO SUPERIOR DE PEDREIRAS LTDA	4	3	2108207	Pedreiras	MA	Nordeste	15	856	546	440550.00	62500.00	55000.00	79200.00	92400.00	10719.00	30000.00	15000.00	12500.00	18700.00
17394	Faculdade Alencarina de Sobral	FAL	15692	IESC - INSTITUTO DE EDUCACAO SUPERIOR E PESQUISA DO CEARA LTDA - ME	4	3	2312908	Sobral	CE	Nordeste	11	500	0	221617.00	0.00	847.00	43913.28	151366.31	42055.63	183344.76	48231.02	0.00	0.00
17400	Faculdade Menino Deus	FAMED	15699	INSTITUTO ODONTOLOGICO DE POS GRADUACAO LTDA - ME	4	3	4314902	Porto Alegre	RS	Sul	3	0	0	12881.70	0.00	0.00	46484.29	25581.00	4304.25	0.00	0.00	0.00	0.00
17401	Faculdade de Tecnologia CNA	FATECNA	15700	INSTITUTO CNA	5	3	5300108	Brasília	DF	Centro-Oeste	9	11	31	422565.47	3174207.98	22881.27	611942.25	576652.64	491356.03	547688.87	0.00	0.00	11068.13
17403	FACULDADE ARI DE SÁ	FAS	15702	EDUCADORA FAS LTDA	4	3	2304400	Fortaleza	CE	Nordeste	32	6	4000	947124.24	0.00	7405.97	1031197.45	542372.25	611267.36	901364.99	0.00	0.00	0.00
17405	FACULDADE AFONSO MAFRENSE	FAM	15703	SEVARP - SOCIEDADE EDUCACIONAL DO VALE DO RIO PIAUI LTDA	4	3	2210607	São Raimundo Nonato	PI	Nordeste	1	0	1721	137846.15	0.00	0.00	40167.48	5999.99	7980.77	43498.30	30000.00	3000.00	0.00
55	UNIVERSIDADE DE SÃO PAULO	USP	15715	UNIVERSIDADE DE SAO PAULO	2	1	3550308	São Paulo	SP	Sudeste	15562	975	374420	417037994.13	4548667212.75	8443665.84	1098132893.01	1691654799.82	1631385230.88	1095549937.52	61564464.83	0.00	31959189.36
17490	FACULDADE JOÃO PAULO II	FAJOP	15725	INSTITUICAO DE ENSINO SUPERIOR DE QUIRINOPOLIS LTDA - EPP	4	3	5218508	Quirinópolis	GO	Centro-Oeste	5	81	0	51077.32	0.00	0.00	4545.05	3527.30	1646.35	32299.93	0.00	0.00	8753.93
17587	Faculdade Humboldt	IFPA	15726	SOCIEDADE ESCOLAR BARAO DO RIO BRANCO	5	3	3550308	São Paulo	SP	Sudeste	6	3	0	37490934.00	247337.00	1616102.00	29186052.00	10766574.00	0.00	60588.00	0.00	0.00	393265.00
17499	Faculdade Vidal de Limoeiro	FAVILI	15728	INSTITUTO JAGUARIBANO DE ENSINO LTDA. - ME	4	3	2307601	Limoeiro do Norte	CE	Nordeste	3	18	0	87734.97	38817.93	31597.22	35188.25	35944.98	7366.89	61650.00	0.00	0.00	18000.00
17874	Faculdade de Educação Superior de Tangará da Serra	FAEST	15737	UNISERRA - UNIDADE DE ENSINO SUPERIOR DE TANGARA DA SERRA LTDA - ME	4	3	5107958	Tangará da Serra	MT	Centro-Oeste	7	0	0	143033.61	0.00	3832.67	27782.08	34419.12	13767.65	35258.78	0.00	0.00	12000.00
17590	Faculdade ISAE BRASIL	ISAE	15741	INSTITUTO SUPERIOR DE ADMINISTR E ECONOMIA DO MERCOSUL	5	3	4106902	Curitiba	PR	Sul	18	60	0	7856.62	0.00	0.00	62210.88	284654.27	237582.67	81726.62	6299.58	0.00	0.00
17598	FACULDADE PROF. WLADEMIR DOS SANTOS	WLASAN	15742	INSTITUICAO EDUCACIONAL WLASAN	5	3	3552205	Sorocaba	SP	Sudeste	11	0	54	156750.00	0.00	0.00	6735.25	9560.11	3001.98	0.00	0.00	10000.00	0.00
17608	Faculdade de Educação Paulistana		15747	SAESP - SOCIEDADE AVANCADA DE EDUCACAO DE SAO PAULO LTDA - EPP	4	3	3550308	São Paulo	SP	Sudeste	9	5	2	299361.00	0.00	586951.00	78126.19	97886.42	4492.00	0.00	493951.34	54463.00	157393.05
17628	Faculdade do Maciço do Baturité	FMB	15756	IESTEC- INSTITUTO DE ENSINO SUPERIOR TEOLOGICO CRISTAO - ME	4	3	2302107	Baturité	CE	Nordeste	16	100	0	1340000.00	0.00	0.00	360000.00	155622.00	250000.00	98100.00	59200.00	0.00	69100.00
17666	Faculdade Metropolitana de Paragominas		15768	CENTRO DE ENSINO SUPERIOR DE PARAGOMINAS LTDA	4	3	1505502	Paragominas	PA	Norte	21	0	4806	1447141.59	0.00	81485.58	139022.27	333037.82	162872.16	144714.16	361785.40	72357.08	314838.28
17667	Faculdade Metropolitana de Paraupebas		15769	CEPAR - CENTRO DE ENSINO SUPERIOR DE PARAUAPEBAS LTDA	4	3	1505536	Parauapebas	PA	Norte	15	96	4900	1588325.62	0.00	22703.20	73491.11	461698.42	188663.35	158832.56	397081.41	79416.28	251845.69
17670	Faculdade de Quixeramobim	UniQ	15775	INSTITUTO EDUCACIONAL INTEGRADO LTDA - ME	4	3	2311405	Quixeramobim	CE	Nordeste	27	50	2000	198652.92	127701.51	237159.97	32788.80	104669.69	23693.68	0.00	80000.00	0.00	233901.77
17672	INSTITUTO DE DIREITO PÚBLICO DE SÃO PAULO		15777	SOCIEDADE JURIDICA DE ENSINO LTDA	4	3	3550308	São Paulo	SP	Sudeste	3	0	0	581951.00	0.00	1264892.00	111835.00	63277.00	91128.00	827126.00	712817.00	0.00	60214.00
17674	Faculdade de Educação de São Mateus		15779	FACULDADE DE EDUCACAO DE SAO MATEUS LTDA	4	3	2111508	São Mateus do Maranhão	MA	Nordeste	1	200	120	86427.00	0.00	0.00	19544.35	8100.00	2353.25	0.00	0.00	0.00	0.00
17738	Faculdade Cesgranrio	FACESGRANRIO	15800	FUNDACAO CESGRANRIO	5	3	3304557	Rio de Janeiro	RJ	Sudeste	13	4	20	381087.93	0.00	0.00	1518453.32	2055867.08	1656582.55	209695.98	0.00	0.00	12770.31
1767	FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS		15801	UNIC EDUCACIONAL LTDA	4	3	5107958	Tangará da Serra	MT	Centro-Oeste	61	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
1731	FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS		15801	UNIC EDUCACIONAL LTDA	4	3	5107040	Primavera do Leste	MT	Centro-Oeste	51	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
1587	FACULDADES INTEGRADAS DE TANGARÁ DA SERRA	FITS	15801	UNIC EDUCACIONAL LTDA	4	3	5107958	Tangará da Serra	MT	Centro-Oeste	61	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
1442	FACULDADE DE DIREITO DE TANGARÁ DA SERRA		15801	UNIC EDUCACIONAL LTDA	4	3	5107958	Tangará da Serra	MT	Centro-Oeste	61	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
1312	FACULDADES INTEGRADAS DE RONDONÓPOLIS	FAIR	15801	UNIC EDUCACIONAL LTDA	4	3	5107602	Rondonópolis	MT	Centro-Oeste	76	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2005	FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP	FACISAS	15801	UNIC EDUCACIONAL LTDA	4	3	5107909	Sinop	MT	Centro-Oeste	43	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2974	FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE		15801	UNIC EDUCACIONAL LTDA	4	3	5107040	Primavera do Leste	MT	Centro-Oeste	51	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2973	FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE		15801	UNIC EDUCACIONAL LTDA	4	3	5107040	Primavera do Leste	MT	Centro-Oeste	51	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2944	FACULDADE DO SUL	FACSUL	15801	UNIC EDUCACIONAL LTDA	4	3	2914802	Itabuna	BA	Nordeste	99	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2794	FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO	FAIESP	15801	UNIC EDUCACIONAL LTDA	4	3	5107602	Rondonópolis	MT	Centro-Oeste	76	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2791	FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE		15801	UNIC EDUCACIONAL LTDA	4	3	5107040	Primavera do Leste	MT	Centro-Oeste	51	24951	7250	265032754.54	0.00	11843652.16	28312087.23	5988484.63	23168217.71	30251541.79	9471129.45	4724594.65	20409718.27
2754	FACULDADE SÃO PAULO	FSP	15804	CENTRO DE EDUCACAO DE ROLIM DE MOURA LTDA	4	3	1100288	Rolim de Moura	RO	Norte	50	51	0	18009319.02	0.00	83372.11	3128737.52	1340887.51	1316444.04	1206827.91	665095.23	271390.37	493533.00
17763	Faculdade SENAI de João Pessoa		15813	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI	5	3	2507507	João Pessoa	PB	Nordeste	12	5	3200	475020.50	101798.86	1783.04	51765.72	461693.58	169441.34	47750.07	0.00	0.00	17397.03
2266	FACULDADE CAMBURY DE FORMOSA	CAMBURY	15817	FACULDADE CAMBURY FORMOSA LTDA	4	3	5208004	Formosa	GO	Centro-Oeste	17	304	0	1046326.26	0.00	9309.32	599221.74	270621.28	517337.02	4298.80	97583.78	10584.41	1199868.74
2246	FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA	FAMEC	15823	SOCIEDADE EDUCACIONAL SERIDO LTDA - ME	4	3	2403251	Parnamirim	RN	Nordeste	9	8	34	142315.00	50000.00	15000.00	46320.00	28816.75	17316.52	25000.00	0.00	0.00	0.00
2197	Faculdade Villas Boas	FVB	15863	COSTA BRASILEIRA EDUCACIONAL LTDA	4	3	3550308	São Paulo	SP	Sudeste	19	2000	4000	8350612.35	0.00	0.00	718944.16	479296.10	474522.69	109753.82	0.00	0.00	225451.66
1956	FACULDADE REGIONAL BRASILEIRA - MACEIÓ	IBESA	15866	INSTITUTO BRASILEIRO DE ENSINO SUPERIOR AVANCADO	5	3	2704302	Maceió	AL	Nordeste	17	50	0	3555144.00	0.00	0.00	835459.00	481722.00	453110.00	478167.00	850000.00	0.00	233928.00
17854	FACULDADE CAPITAL FEDERAL	FECAF	15868	FEDERAL EDUCACIONAL LTDA.	4	3	3552809	Taboão da Serra	SP	Sudeste	118	38900	5000	2391701.46	0.00	405851.18	621665.22	445839.37	547629.96	1212457.84	415887.13	0.00	330869.23
5025	Faculdade São Braz	FSB	15885	SAO BRAZ EDUCACIONAL LTDA  - ME	4	3	4106902	Curitiba	PR	Sul	63	100	15000	13740929.87	0.00	0.00	591179.08	1734845.00	953042.71	0.00	0.00	177048.49	775695.38
18253	FACULDADE VALE DO AÇO	FAVALE	15886	FACULDADE VALE DO ACO LTDA	4	3	2100055	Açailândia	MA	Nordeste	23	0	0	579631.78	0.00	5280.00	132748.80	256006.40	177075.40	309216.00	49226.28	0.00	0.00
4632	FACULDADE SERRANA		15902	INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE CAXIAS DO SUL LTDA	5	3	4305108	Caxias do Sul	RS	Sul	11	361	5548	1388830.15	0.00	1389.75	496193.47	120349.10	365104.54	913958.46	350030.43	214787.35	300737.90
4633	FACULDADE DO PLANALTO		15904	INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE PASSO FUNDO LTDA	5	3	4314100	Passo Fundo	RS	Sul	10	361	5548	4265330.49	0.00	7168.48	296961.24	125086.00	256394.86	406967.62	436640.94	208518.87	290556.91
13359	FACULDADE DO PAMPA		15905	INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE BAGE LTDA	5	3	4301602	Bagé	RS	Sul	12	361	5548	4853423.82	0.00	9339.84	788966.01	178807.56	489193.02	595863.91	273428.60	334110.43	237970.83
18019	Faculdade do Educador	FEDUC	15925	ASSOCIACAO PROJETO NACIONAL DE ENSINO - PRONACE	5	3	3550308	São Paulo	SP	Sudeste	7	0	0	643839.80	0.00	0.00	60767.90	66057.25	33536.08	820485.34	117987.14	0.00	0.00
18034	Centro de Ensino Superior Riograndese	CESURG	15927	SOCIEDADE EDUCACIONAL SARANDI  LTDA	4	3	4320107	Sarandi	RS	Sul	11	200	10500	1225874.38	0.00	0.00	243633.25	209273.82	33308.79	0.00	39212.54	0.00	342299.07
18062	Faculdade Marechal Rondon		15932	ASSOCIACAO EDUCACIONAL MODOTTE	5	3	1100304	Vilhena	RO	Norte	14	0	0	753970.43	0.00	1988.21	326422.85	92716.71	142682.95	356258.64	0.00	0.00	3399.87
18067	CISNE - Faculdade Tecnológica de Quixadá	CFTQ	15934	INSTITUTO EDUCACIONAL E TECNOLOGICO DE QUIXADA	4	3	2311306	Quixadá	CE	Nordeste	38	80	5280	10587711.25	0.00	0.00	922453.41	534636.89	842965.88	0.00	0.00	0.00	4651290.43
18065	CISNE - FACULDADE DE QUIXADÁ	CFQ	15934	INSTITUTO EDUCACIONAL E TECNOLOGICO DE QUIXADA	4	3	2311306	Quixadá	CE	Nordeste	38	80	5280	10587711.25	0.00	0.00	922453.41	534636.89	842965.88	0.00	0.00	0.00	4651290.43
18077	Faculdade Cosmopolita		15942	FACULDADES BRASIL INTELIGENTE S/S LTDA	4	3	1501402	Belém	PA	Norte	21	0	0	980593.75	0.00	0.00	452621.56	318269.17	244406.24	1173953.62	1212677.86	465287.47	11937.15
589	UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO	UFERSA	15945	UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA	1	1	2408003	Mossoró	RN	Nordeste	544	0	3000	827390.72	260999768.08	35381066.43	96929285.08	64619523.39	26487336.89	39211783.11	4448200.35	374680.36	0.00
